chapter_id,segment_id,content,keywords,length
0,15,?余于公余之暇，喜读命学诸书。凡坊间古籍名著，均先后搜罗，迭经殚心参研，苦无心得，如《星平会海》、《三命通会》、《滴天髓》等书，或博而寡约，或简奥难明，往复思索，虽略晓其意，终未了然于胸。客岁识鸳湖韦君千里，一见如故，盖知其秉承家学，精研有素者也。读其所纂之《精选命理约言》一书，深佩其注释精微、阐扬命学之功，不在素庵相国下也。君复以命学之式微，胥由古籍说理未透，今岁月于百忙中，编《命学讲义》，以授海内有志斯学者。余因加入研究，先获其稿，披觉竟日，恍然有悟。昔日之所疑难者，今皆迎刃而解矣，他书中支离琐屑之点，亦均条分缕晰，举例阐明，矛盾谬误之处，则说理指正，充推子平正宗，不仅为初学者必读之书，亦可供精究者参考之籍。书成，将奥邃详明，裨补后学，殊非浅鲜。余尝有志于斯而未能，今又有鞭付剞劂，余乃乐为之序。?甲戌仲秋嘉定骆经畲?顾乃平序?韦子千里，少负奇才，幼承庭训，家学渊源，挟君平术，为人权衡，谈必微中。与之语世道，辩古今事当否；论人高下，事后常成败。若河决下流而东注，若驷马驾轻车就熟路，饱学老成，固非世俗所能望其肩背，且慷慨好义，忧世疾愤，辄尝论世道崎岖，人心险诈，魑魅咨肆，魍魉横行，未尝不叹息痛恨于挽狂澜之乏术也，予讽之日，徒言无补于事，空谈不如实行，君抱稀世之才，挟君平神技，曷不将命学公开，广为宣传，使人人得知命理。预识趋避之道，槽权己衡人，两相裨益，彼魅魁魍虽炽，或得稍敛其迹，未始非治标之一法也，我子曷不图乎？君闻言奋然起曰：诚如子言，余当知所勉矣。乃毅然决然，将所学供献于世人，创办命学函授于韦氏命苑，未及匝月，成绩裴然，国中闻风响学者，日必数十起，而笔政冗繁，案续劳形，虽日以继夜，案头常积卷盈尺，渐臻精力不继，辄对之汉曰：余不胜其劳矣。而欲罢涌者其奈何？窃相与忧而莫能相助。于是转辗焦思，若有所得，即欣然谓韦子曰：君不将函授讲义，收集成册，发行单行本问世，如要则于君可一劳永逸，于学者不啻躬沐教诲，岂非一举二得者耶，君以为可，乃夜发书，焚膏继晷，将手编讲义，重行逻辑，补遗拾漏，去腐存菁。其间皆根据先哲之立言，参以一己之实验，提纲摘要，纂言扣玄，发人所不敢发，道人所未曾道，由浅显而入于深奥，一气贯通，不愧为学命梯范。夫韦君年少好学，口不绝吟于六艺之文，手不停披于百家之编，识广学博，著作等身。其生平所述甚宏，具为精警硕论，独于此命学讲义尤多，焉见付梓在即，出版有期，其不纸贵洛阳，不胫而走者，我不信也。?公元一九三四年甲戌仲秋季日顾乃平谨识于淞滨逸庐?韦千里自序,"一书,一气贯通,一见如故,三命通会,不仅为初学者必读之书",1046
0,16,?韦千里自序?禄命之学。由来已久。如言数理者。言星辰者。言子平者。以常情测之。佥依据于了平一书。夫命不可信乎。唐吕才有言。长平坑卒。曷尝共犯三刑。南阳贵人。未必尽逢六合。命不可信乎，南史沈攸之尝言。早知穷达有命。恨不十年读书，故孔子五十而知天命。孟子曰莫非命也。顺受其正。是以知命者。不立乎严墙之下。然则命之可信与否。其精微奥妙。寂静感通。诚不易言也。吾侪读古人书。研摩命理。无非求际遇之顺利。声誉之畅达。素位而行。有从不背。要皆修身之一助耳。丁兹人心浇薄。世道衰微。讲求命运。更应趋吉避凶。免非就是。为常务之急。余不敢谓之命。只谓推命而已。溯行道以还。所见富贵之命固多。贫贱之命。实亦不少。兹特先集百余则。公诸同好。并加批注。籍为研究之资。至因革损益。论短评长。皆折衷于典籍。若云创作。则吾岂敢。如莹巨硕宏文。进而教之。更幸甚矣。?民国乙亥夏日浙江嘉兴韦千里谨识于春申寓次。起例问答?问：何谓十天干，十二地支。答：甲、乙、丙、丁、戊、己、庚、辛、壬、癸，此为十天干，子、丑、寅、卯、辰、巳、午、未、申、酉、戌、亥，此为十二地支。问：何谓六十花甲子答：十天干，十二地支以次联贯，即构成下列六十花甲子。,"丁兹人心浇薄,不立乎严墙之下,世道衰微,为常务之急,以常情测之",500
0,17,问：何谓六十花甲子答：十天干，十二地支以次联贯，即构成下列六十花甲子。甲子，乙丑，丙寅，丁卯，戊辰，己巳，庚午，辛未，壬申，癸酉，甲戌，乙亥，丙子，丁丑，戊寅，己卯，庚辰，辛己，壬午， 癸未，甲申、己酉，丙戌，丁亥，戊子，己丑，庚寅，辛卯，壬辰，癸巳，甲午，己未，丙申，丁酉，戊戌，己亥，庚子，辛丑，壬寅，癸卯。甲辰，乙巳，丙午，丁未，戊申，己酉，庚戌，辛亥，壬子，癸丑，甲寅，乙卯，丙辰，丁巳，戊午，己未，庚申，辛酉，壬戌，癸亥。问：四柱是否指年柱，月柱，日柱，时柱。答：然，每柱一干一支，四柱共四干四支，即俗所谓八字是也，例如甲子（此年柱也）丙寅（此月柱也）乙丑（此日柱也）己卯（此时柱也）问：假如今年癸酉，其人三十七岁，何以知其所生一处为丁酉。答：此非用推年法不可矣，推年之法多端，干支分推，较为简便，详述如下：,"己未,己酉,己卯,丙寅,乙丑",359
0,18,问：假如今年癸酉，其人三十七岁，何以知其所生一处为丁酉。答：此非用推年法不可矣，推年之法多端，干支分推，较为简便，详述如下：推所生之年干必先将其人岁数之零数，从今年天干起，逆推至若干位，即以其干，为生年天干。（岁数若为整十无零，则作十数论）例如三十七岁，七为零数，今年癸酉，自癸至丁，逆数是得七位（癸一壬二辛三庚四己五戊六丁七）即知所生之年，天干值丁。推所生之年支必先将其人岁数除十二，视其余数若干，从今年地支起，逆推至若干位。即以其支为生年地支。（若除尽无余，即作十二数论）例如三十七岁，除三个十二，尚余一数。今年癸酉，酉属第一位，即知所生之年，地支值酉（合观上例，可以知为丁酉年生，即以丁酉两字，排入年柱可也）又如四十八岁。除四个十二，并无余数。故必须作十二数论，今年癸酉。自酉至戌，逆数适得十二位（酉一申二未三午四巳五辰六卯七寅八丑九子十亥十一戌十二）即知所生之年，地支值戌。又如四十岁。除三个十二，尚余四数今年癸酉，自酉至午，逆数适得四位（酉一申二未三午四）。即知其所生之年，地支值午。问：如甲子年，自元旦至除夕，是否始终作甲子推算。,"今年癸酉,即知所生之年,例如三十七岁,逆推至若干位,除三个十二",471
0,19,除三个十二，尚余四数今年癸酉，自酉至午，逆数适得四位（酉一申二未三午四）。即知其所生之年，地支值午。问：如甲子年，自元旦至除夕，是否始终作甲子推算。答：未可固定。盖推年以立春为标准，其区别有三也。(一)? 在本年立春后生者，即以本年之干支，排为年柱。(二)? 在本年立春前生者，即以上一年之干支，排为年柱。（三）在本年十二月立春后生者，即以下一年之干支，排为年柱。列例如左下：例一假定三十七岁，正月初二日亥时生人。照今年癸酉计算，三十七岁，当为丁酉。万年历载明是年正月初二日戌时立春，是亥时在戌时之后，已过立春，即以本年干支，丁酉两字，排为年柱。例二假定三十七岁正月初二日酉时生人，照今年癸酉计算，三十七岁，当为丁酉，万年历载明是年正月初二日戌时立春。是酉时在戌时之前，犹未立春。应以上一年之干支，丙申两字，排为年柱（丁酉上一年为丙申）。例三假定三十六岁，十二月二十四日已时生人，照今年癸酉计算，三十六岁，当为戊戌，万年历载明是年十二月二四日,"排为年柱,照今年癸酉计算,万年历载明是年正月初二日戌时立春,三十七岁,当为丁酉",421
0,20,例三假定三十六岁，十二月二十四日已时生人，照今年癸酉计算，三十六岁，当为戊戌，万年历载明是年十二月二四日辰时立春，是已时在辰时之后，已过立春，应以下一年之干支，已亥两字，排为年柱。（戊戌下一年为己亥）。问：每年十二月建，是否固定。答：此诚固定也。正月建寅，二月建卯，三月建辰，四月建巳，五月建午，六月建未，七月建申，八月建酉，九月建戌，十月建亥，十一月建子，十二月建丑。问：如甲子年，正月建寅，固知其为寅月，然何以知其丙寅月。答：此非用推月法不可矣，推月之法，先须熟读歌诀，歌曰：甲己之丙作首，乙庚之岁戊为头，丙辛必定寻庚起，丁壬壬位顺行流，更有戊癸何方觅，甲寅之上好追求，甲己之年丙作首，甲年己年之正月，皆为丙寅，二月皆为丁卯，三月皆为戊辰，余类推，乙庚之岁戊为头，己年庚年之正月，皆为戊寅，二月皆为己印，三月皆为庚辰，余类推，丙辛必定寻庚起，丙年辛年之正月，皆为庚寅。二月皆为辛卯，三月皆为壬辰，余类推。丁壬壬位顺行流，丁年壬年之正月，皆为壬寅，二月皆为癸卯，三月皆为甲辰，余类推，更有戊癸何方觅，甲寅之上好追求，戊年癸年之正月，皆为甲寅，二月皆为乙卯，三月皆为丙辰，余类推。问：甲年正月为丙寅月，是否由初一日至三十日，均作正月丙寅推算。答：未可固定，盖推月以节令为标准，其区别有三也。（一）在本月节令后生者，即以本月所遁干支，排为月柱。（二）在本月节令前生者，即以上月所适干支，排为月柱。（三）在本月下一节令前生者，即以下月所遁干支，排为月柱。,"余类推,排为月柱,丁壬壬位顺行流,丙辛必定寻庚起,乙庚之岁戊为头",625
0,21,（二）在本月节令前生者，即以上月所适干支，排为月柱。（三）在本月下一节令前生者，即以下月所遁干支，排为月柱。问：十二月节令，异同如何，请详言之。答：正月立春节，二月惊蛰节，三月清明节，四月立夏节，五月芒种节，六月小暑节，七月立秋节，八月白露节，九月寒露节，十月立冬节，十一月大雪节，十二月小寒节。例一如癸卯年三月初九日卯时生，万年历载明是年三月初九日辰时清明，是卯时在辰时之前，犹未清明（即未进三月节）应以二月所遁干支，排为月柱，列式于下。癸卯 （年）乙卯（月）例二如癸卯年三月初九日辰时生，万年历载明是年三月初九日辰时清明，是辰时已交清明（即已交三月节），应以三月所遁干支排为月柱，列式于下。癸卯（年）丙辰（月）,"排为月柱,万年历载明是年三月初九日辰时清明,列式于下,癸卯,七月立秋节",307
0,22,癸卯（年）丙辰（月）例三如癸卯年十一月二十日丑时生，万年历载明是年十一月二十日丑时小寒，是丑时已交小寒，（即已进十二月节），应以十二月所遁干支，排为月柱，列式于下。癸卯（年）乙丑（月）例四如癸卯年正月初八日卯时生，万年历载明是年正月初八日辰时立春，是卯时在辰时之前，未过立春（即未进正月节）不独癸卯年作壬寅推（癸卯上一年为壬寅），且须以壬寅年十二月所遁干支，排为月柱，（癸卯年正月之上一月，即壬寅年十二月。）列式于下。癸卯作 壬寅（年）癸丑（月）例五如癸卯年正月初八日辰时生，万年历载明是年正月初八日辰时立春，是辰时已交立春（即已进正月节），应以癸卯,"万年历载明是年正月初八日辰时立春,排为月柱,列式于下,癸卯,万年历载明是年十一月二十日丑时小寒",275
0,23,例五如癸卯年正月初八日辰时生，万年历载明是年正月初八日辰时立春，是辰时已交立春（即已进正月节），应以癸卯年正月所遁干支，排为月柱，列式于下。癸卯（年）甲寅（月）例六如癸卯年十二月二十日申时生，万年历载是年十二月二十日未时立春是申时在未时之后，已过立春（即已进下一年之正月节），不独癸卯年作甲辰年推（癸卯年下一年为甲辰），且须以甲辰年正月所遁干支，排为月柱（癸卯年十二月之下一月，即甲辰年正月）。列式于下。癸卯作 甲辰（年）丙寅（月）例七如癸卯年十二月二十日午时生。万年历载明是年十二月二十日未是立春。是午时在未时之前，犹未立春（即未进下一上之正月节），仍以癸卯十二月所遁干支，排为月柱，列式于下。癸卯（年）乙丑（月）,"排为月柱,列式于下,癸卯,万年历载明是年十二月二十日未是立春,万年历载是年十二月二十日未时立春是申时在未时之后",308
0,24,癸卯（年）乙丑（月）问：推日之法如何？答：较推年推月，皆为简易，只须查看万年历，即知所生之日，是何干支。例如癸亥年正月初八日生人，是年万年历所载。申（初一日为庚申）正月小庚 午（十一日为庚午）辰（廿一日为庚辰）既知初一日为庚申，屈指顺推，则知初八日应为丁卯矣（庚申初一辛酉初二壬戌初三癸亥初四甲子初五乙丑初六丙寅初七丁卯初八），即以丁卯两字，排为日柱，列式于下。癸亥（年）甲寅（月）丁卯（日）问：假如甲子日寅时，何由知其为丙寅时。,"例如癸亥年正月初八日生人,则知初八日应为丁卯矣,初一日为庚申,十一日为庚午,即以丁卯两字",215
0,25,丁卯（日）问：假如甲子日寅时，何由知其为丙寅时。答：此非用推时法不可矣，推时之法，先须熟读歌诀，歌曰：甲己还加甲，乙庚丙作初，丙辛从戊起，丁壬庚子居，戊癸何方发，壬子是真途。甲己还加甲，甲日己日之子时，皆为甲子，丑时皆为乙丑，寅时皆为丙寅，余类推。乙庚丙作初，乙日庚日之子时，皆为丙子。丑时皆为丁丑，寅时皆为戊寅，余类推。丙辛从戊起，丙日辛日之子时，皆为戊子，丑时皆为己丑，寅时皆为庚寅，余类推，丁壬庚子居，丁日壬之子时，皆为庚子，丑时皆为己丑，寅时皆为庚寅，余类推。戊癸何方发，壬子是真途，戊日癸日之子时，皆为壬子，丑时皆为癸丑，寅时皆为甲寅，余类推。问：请述十天干之阴阳。答：甲丙戊庚壬皆为阳，乙丁己辛癸皆为阴。问：大运部位从何起点，请详述之。答：其起点皆根据所生之月建，如男命所生之年，天干属阳，或女命所生之年，天干属阳，运皆顺行，男命所生之年，天干属阴，或女命所生之年，运皆逆行。例如：男命甲子年，丙寅月生，甲属阳，运皆顺行，当从丙寅月建起点，顺推而下。第一部运为丁卯，第二部运即为戊辰，以次递进，列式于下。（第一部运）丁卯（第二部运）戊辰（第三部运）己已,"余类推,丁壬庚子居,丑时皆为己丑,丙辛从戊起,乙庚丙作初",482
0,26,（第二部运）戊辰（第三部运）己已（第四部运）庚午（第五部运）辛未（第六部运）壬申又如男命乙丑年戊寅月生，乙属阴，运皆逆行，当从戊寅月建起点，逆推而上，第一部运为丁丑，第二部运即9为丙子，以次递退，列式于下。（第一部运）丁丑（第二部运）丙子（第三部运）乙亥（第四部运）甲戌（第五部运）癸酉（第六部运）壬申,"第四部运,第三部运,第五部运,第二部运,第六部运",151
0,27,（第五部运）癸酉（第六部运）壬申又如女命乙丑年戊寅月生乙属阴，运皆顺行，当从戊寅月建起点，顺推而下，第一部运为己卯，第二部运，即为庚辰，以次递进，列式于下。（第一部运）己卯（第二部运）庚辰（第三部运）辛巳（第四部运）壬午（第五部运）癸未（第六部运）甲申又如女命甲子年丙寅月生，甲属阳，运皆逆行，当从丙寅月建起点，逆推而上，第一部运为乙丑，第二部运，即为甲子，以次递退，列式于下。（第一部运）乙丑（第二部运）甲子,"第二部运,第一部运,第五部运,列式于下,第六部运",205
0,28,（第一部运）乙丑（第二部运）甲子（第三部运）癸亥（第四部运）壬戌（第五部运）辛酉（第六部运）庚申问：行运岁数，如何推算，亦请详述。答：运若顺行，从生日生时，数至最近未来节之日时，运若逆行，从生日生时，数至最近已往节之日时，每三日为一岁，每一日为百二十天，每一时为十天，如离节三日，则一岁行运，如离节一日，则落地百二十天行运，离节一时，则落地十天行运，每足三日，方算一岁，且须扣算清楚，某年某月某日时交运，不得混称几岁，列例如下。例一男命甲子年正月十五日子时生甲子（年）丙寅（月）,"从生日生时,不得混称几岁,且须扣算清楚,亦请详述,例一男命甲子年正月十五日子时生甲子",239
0,29,甲子（年）丙寅（月）戊辰（日）壬子（时）男命阳年干，运皆顺行，从月建顺推而下。（第一部运）丁卯（第二部运）戊辰（第三部运）己已（第四部运）庚午（第五部运）辛未（第六部运）壬申运属顺行，数到最近未来节之日时，生立春后，最之未来节即是惊蛰，万年历载明是年二月初二日寅时惊蛰，由正,"戊辰,从月建顺推而下,由正,男命阳年干,万年历载明是年二月初二日寅时惊蛰",137
1,30,（第六部运）壬申运属顺行，数到最近未来节之日时，生立春后，最之未来节即是惊蛰，万年历载明是年二月初二日寅时惊蛰，由正月十五日子时，数至二月初二日寅时，共十六天又二时，（正月小）以三天为一岁折之，即知为五岁多一天二时，应在五岁百四十日后起运，每一运管十年运管十年，故第一部运，五岁起行，第二部运，为十五岁起行，列式如下。五岁丁卯十五戊辰二五己巳三五庚午四五辛未五五壬申自甲子年正月十五日子时计算，必至己巳年正月十五日子时，（乙丑一丙寅二丁卯三戊辰四己巳五）。方算五岁足，再加百四十天，即知为己巳年六月初五日，始行第一部丁卯运，以次递推，其为己卯年行第二部戊辰运，己丑年行第三部己巳运，显而易知，盖一运管十年，而十干亦周而复始也，若简称每逢己年六月初五日子时交换，亦可。例二女命甲子年正月十五日子时生。甲子（年）,"为十五岁起行,乙丑一丙寅二丁卯三戊辰四己巳五,五岁丁卯十五戊辰二五己巳三五庚午四五辛未五五壬申自甲子年正月十五日子时计算,五岁起行,例二女命甲子年正月十五日子时生",354
1,31,女命甲子年正月十五日子时生。甲子（年）丙寅（月）戊辰（日）壬子（时）女命阳年干，运皆逆行，从月建逆推而上。（第一部运）乙丑（第二部运）甲子（第三部运）癸亥（第四部运）壬戊（第五部运）辛酉（第六部运）庚申,"甲子,从月建逆推而上,壬戊,女命甲子年正月十五日子时生,女命阳年干",101
1,32,（第五部运）辛酉（第六部运）庚申运属逆行，数至最近已往节之日时，生立春后，最近之已往节，即是立春，万年历载明，是年正月初一日巳时交立春，由正月十五日子时，数至正月初一日巳时，共十三天又七时，以三天为一岁折之，即知为四岁多一天七时，应在四岁百九十日后起运，每一运管十年，故第一部四岁起行，第二部十四岁起行，列式如下。四岁乙丑十四甲子二四癸亥三四壬戌四四辛酉五四庚申自甲子年正月十五日子时计算，必至戊辰年正月十五日子时，方算四岁足，（乙丑一丙寅二丁卯三戊辰四）再加百九十天。即知为戊辰年七月甘五日子时，始行第一部乙丑运，以次递推。其为戊寅年行第二部甲子运，戊子年行第三部癸亥运，显而易知，盖一运管十年，而十干亦周而复始也，若简称每逢戊年七月廿五日子时交换，亦可。问：何为五行。答：金木水火土是也。,"万年历载明,乙丑一丙寅二丁卯三戊辰四,共十三天又七时,其为戊寅年行第二部甲子运,再加百九十天",346
1,33,问：何为五行。答：金木水火土是也。问：五行之生克如何。答：金生水，水生木，木生火，火生土，土生金，金克木，木克土，土克水，水克火，火克金。问：请述十天干，十二地支之五行。答：甲乙寅卯皆为木，丙丁己午皆为火，戊己辰戌丑未皆为土，庚辛申酉皆为金，壬癸亥子皆为水。寅辰已申戌亥为阳，子丑卯午未酉为阴。问：十二地支，中藏何物。答：子中藏癸水，丑中藏己土，辛金，癸水，寅中藏甲木。丙火戊土，卯中藏乙木，辰中藏乙木，癸水，戊土，巳中藏丙火，戊土，庚金，午中藏丁火，己土，未中藏乙木，己土，丁火，申中藏庚金，壬水，戊土，酉中藏辛金，戌中藏辛金，丁火，戊土，亥中藏壬水，甲木。问：何为财，官，印，食，比，劫，伤，杀。答：皆五行生克之代名词也。问：请述财官印等之构成。答：生我者，阳见阳，或阴见阴，为枭神。阴见阳，或阳见阴，为正印。我生者。阳见阳，或阴见阴，为食神。阴,"戊土,丁火,己土,癸水,或阴见阴",375
1,34,问：请述财官印等之构成。答：生我者，阳见阳，或阴见阴，为枭神。阴见阳，或阳见阴，为正印。我生者。阳见阳，或阴见阴，为食神。阴见阳，或阳见阴，为伤官。克我者，阳见阳，或阴见阴，为七杀。阴见阳，或阳见阴，为正官。我克者。阳见阳，或阴见阴，为偏财。阴见阳，或阳见阴，为正财。仝我者。阳见阳，或阴见阴。为比肩。阴见阳，或阳见阴，为劫财。问：再请举例明之，我字指何物。答：我字即日干，例如甲木日干，遇丁火，甲为阳木，丁为阴火，甲木能生丁火，丁乃我生而阳见阴，即伤官也，又如辛金日干，遇乙木。辛为阴金，乙为阴木，辛金能克乙木，乙乃我克而阴见阴，即偏财也，特立表于后，以便检查。天干财官印等检查表日干 比肩 劫财 枭神 正印 偏财 正财 七杀 正官 食神 伤官甲 甲 乙 壬 癸 戊 己 庚 辛 丙 丁乙 乙 甲 癸 壬 己 戊 辛 庚 丁 丙丙 丙 丁 甲 乙 庚 辛 壬 癸 戊 己丁 丁 丙 乙 甲 辛 庚 癸 壬 己 戊戊 戊 己 丙 丁 壬 癸 甲 乙 庚 辛己 己 戊 丁 丙 癸 壬 乙 甲 辛 庚,"或阳见阴,或阴见阴,阳见阳,阴见阳,丁为阴火",449
1,35,戊 戊 己 丙 丁 壬 癸 甲 乙 庚 辛己 己 戊 丁 丙 癸 壬 乙 甲 辛 庚庚 庚 辛 戊 己 甲 乙 丙 丁 壬 癸辛 辛 庚 己 戊 乙 甲 丁 丙 癸 壬壬 壬 癸 庚 辛 丙 丁 戊 己 甲 乙癸 癸 壬 辛 庚 丁 丙 己 戊 乙 甲?地支财官印等检查表日干 比肩 劫财 枭神 正印 偏财 正财 七杀 正官 食神 伤官甲 寅 卯 亥 子 辰戌 丑未 申 酉 巳 午己 卯 寅 子 亥 丑未 辰戌 酉 申 午 己丙 巳 午 寅 卯 申 酉 亥 子 辰戌 丑未,"丑未,辰戌,乙癸,午己,地支财官印等检查表日干",237
1,36,己 卯 寅 子 亥 丑未 辰戌 酉 申 午 己丙 巳 午 寅 卯 申 酉 亥 子 辰戌 丑未丁 午 巳 卯 寅 酉 申 子 亥 丑未 辰戌戊 辰戌 丑未 巳 午 亥 子 寅 卯 申 酉己 丑未 辰戌 午 巳 子 亥 卯 寅 酉 申庚 申 酉 辰戌 丑未 寅 卯 巳 午 亥 子辛 酉 申 丑未 辰戌 卯 寅 午 巳 子 亥壬 亥 子 申 酉 巳 午 辰戌 丑未 寅 卯癸 子 亥 酉 申 午 巳 丑未 辰戌 卯 寅?问：地支内所苦藏之字，其财官印绶，推法如何？答：与推天干相同，详参天干财官印等检查表，按干，支，花甲子，排命，排运，五行，生克，财官印绶等，为推,"丑未,辰戌,丑未丁,为推,亥壬",280
1,37,问：地支内所苦藏之字，其财官印绶，推法如何？答：与推天干相同，详参天干财官印等检查表，按干，支，花甲子，排命，排运，五行，生克，财官印绶等，为推命之起端，学者不可不知，且不可不熟读，否则如作文之不谙题目，文章何由而成。天干篇甲五行：属木性别：属阳方位：东方气：长生在亥，沐浴在子，冠带在丑，临官在寅，帝旺在卯（以上为气之盛）；衰于辰，病于己，死于午，墓于未，绝于早，胎于酉，养于（以上为气之衰）。势：旺于春（最旺），相于冬（次旺）；休于夏（衰），囚于四立前各十八天（次衰）；死于秋（最衰），按四立为立春，立夏，立秋，立冬。,"且不可不熟读,临官在寅,为推命之起端,养于,否则如作文之不谙题目",261
1,38,休于夏（衰），囚于四立前各十八天（次衰）；死于秋（最衰），按四立为立春，立夏，立秋，立冬。生：甲生丙丁已午；壬癸亥子生甲。克甲：克戊己辰戌丑未；庚辛申酉克甲。合：甲己相合。化：日干为甲，逢己土，在辰戌丑未月则化土。例：生甲 癸巳甲生病甲克、合甲己未甲克墓阳木囚于立秋前十八天甲午甲生死,"克戊己辰戌丑未,克甲,合甲己未甲克墓阳木囚于立秋前十八天甲午甲生死,在辰戌丑未月则化土,壬癸亥子生甲",142
1,39,甲克、合甲己未甲克墓阳木囚于立秋前十八天甲午甲生死甲克戊辰甲克衰乙五行：属木性别：属阴方位：东方气：长生在午，沐浴在巳，冠带在辰，临官在卯，帝旺在寅（以上为气之盛）；衰于丑，病于子，死于亥，墓在戌，绝于酉，胎于申，养于未（以上为气之衰）。势：旺于春（最旺），相于冬（次旺）；休于夏（衰），囚于四立前各十八天（次衰），死于秋（最衰）。生：乙生丙丁巳午；,"临官在卯,合甲己未甲克墓阳木囚于立秋前十八天甲午甲生死甲克戊辰甲克衰乙五行,墓在戌,帝旺在寅,死于亥",175
